child_id,child_document_type,child_identifier,referenced_document_type,referenced_identifier,referenced_title,referenced_date,reason,reference_text,context
19421,proclamation,4812,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On July 26, 1978, the President, pursuant to his authority in section 101 (a) of the Trade Act of 1974 (Trade Act) (19 U.S.C. 2111(a)), entered into a temporary trade agreement with India. This agreement provided for temporary modifications in the rates of duty for certain products to be implemented in stages. The agreement further provided for its termination upon initial implementation of an overall agreement on tariffs pursuant to the Multilateral Trade Negotiations (MTN)."
19422,proclamation,4811,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Import limitations have been imposed on certain cheeses pursuant to the provisions of Section 22 of the Agricultural Adjustment Act, as amended, 7 U.S.C. 624. Section 701 of the Trade Agreements Act of 1979, P.L. 96-39 (the ""Act""), requires that the President proclaim limitations on the quantity of cheese of the types specified therein, which may enter the United States in any calendar year after 1979. The Act provides that the annual aggregate quantity of such types of cheese entered shall not exceed 111,000 metric tons. Such quantitative limitations appear in Part 3 of the Appendix to the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202). The present limitations became effective on January 1, 1980, pursuant to Proclamation 4708 of December 11, 1979."
19424,proclamation,4809,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Proclamation No. 4768 of June 28, 1980, implementing the Customs Valuation Code, made numerous changes to the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) and established staged reductions in the rates of duty proclaimed therein, pursuant to the General Agreement on Tariffs and Trade and other trade agreements."
19425,proclamation,4808,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On September 17, 1979, under the authority of section 101 (a) (1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2111(a)(1)), the United States entered into a trade agreement with Canada containing concessions by the United States on five tariff items regarding imports of live cattle. Section G of Annex III of Proclamation No. 4707 of December 11, 1979, provided for the staged reductions in the rates of duty for four of the tariff items on cattle. Those staged reductions were subsequently implemented by a notice published in the FEDERAL REGISTER (45 Fed. Reg. 20603 (1980)). Implementation of the concession on a fifth tariff item was made contingent upon the conclusion of certain trade negotiations with the United Mexican States. Those negotiations were concluded on March 18, 1980."
19426,proclamation,4807,proclamation,1,,,outside_corpus,Proclamation  1,"On Behalf of the President of the United States of America A Proclamation  1. Item 951.00 of Part 3 of the Appendix to the Tariff Schedules of the United States provides that no more than 1,709,000 pounds of peanuts described therein may be imported into the United States during any 12 month period beginning August 1 in any year. This limitation was proclaimed by the President in Proclamation No. 3019 of June 8, 1953 (18 FR 3361) and was amended in subsequent proclamations, under the authority of Section 22 of the Agricultural Adjustment Act of 1933, as amended (7 U.S.C. 624)."
19426,proclamation,4807,memorandum,,,"December 3, 1980",outside_corpus,"memorandum dated December 3, 1980","2. The President has delegated his authority under Section 22 of the Agricultural Adjustment Act of 1933, as amended, with respect to peanuts, to me as United States Trade Representative by memorandum dated December 3, 1980."
19426,proclamation,4807,memorandum,,,"December 3, 1980",outside_corpus,"memorandum dated December 3, 1980","Now, THEREFORE, I, REUBIN O'D. ASKEW, United States Trade Representative, acting pursuant to the authority vested in the President of the United States of America by the Constitution and Statutes of the United States of America, including section 22 of the Agricultural Adjustment Act of 1933, as amended, and delegated to me by memorandum dated December 3, 1980, do hereby proclaim:"
19428,proclamation,4805,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Section 103 (f) ( 1 ) of the Agricultural Act of 1949, as added by Section 602 of the Food and Agriculture Act of 1977 (the Act) (91 Stat. 913, 934; 7 U.S.C. 1444(f) (1)), provides that whenever the Secretary of Agriculture determines that the average price of Strict Low Middling one and one-sixteenth inch cotton (micronaire 3.5 through 4.9), hereinafter referred to as ""Strict Low Middling Cotton,"" in the designated United States spot markets for a month exceed 130 per centum of the average price of such quality of cotton in such markets for the preceding thirty-six months, notwithstanding any other provisions of law, the President shall immediately establish and proclaim a special limited global import quota for upland cotton. A quota, effective from April 3 through July 2, 1930, was placed in effect by Proclamation No. 4742."
19432,proclamation,4801,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to Section 201(d)(I) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2251(d)(1)), the United States International Trade Commission (USITC), on August 18, 1980, reported to the President (USITC Report 201-43) the results of its investigation under section 201 (b) of the Trade Act ( 19 U.S.C. 2251(b)). The USITC determined that mushrooms, prepared or preserved, provided for in item 144.20 of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202), are being imported into the United States in such increased quantities as to be a substantial cause of serious injury, or the threat thereof, to the domestic industry producing an article like or directly competitive with the imported article. The USITC recommended the imposition of quantitative restrictions on imports of the above specified mushrooms."
19439,proclamation,4793,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On February 20, 1980, the European Communities announced the imposition of quotas, under Article XIX of the General Agreement on Tariffs and Trade (GATT) (61 Stat. (pt. 5 ) A 58; 8 UST (pt. 2) 1786), on polyester filament yarn and polyamide (nylon) carpet yarn, imported into the United Kingdom on or after January 1, 1980. These quotas apply to exports from sources including the United States but exclude certain other countries."
19441,proclamation,4792,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On October 31, 1979, under the authority of section 101(a)(1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2111(a)(1)), the United States entered into a trade agreement with the United Mexican States (Mexico) containing certain tariff concessions by the United States. These tariff concessions were implemented by Proclamation No. 4707 of December 11, 1979, beginning January 1, 1980. This agreement provides that, under certain circumstances which now exist, the United States may suspend or withdraw these concessions in whole or in part."
19465,proclamation,4768,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to Section 204(a)(2) of the Trade Agreements Act of 1979 (93 Stat. 203) in order to implement, beginning on July 1, 1980, the new customs valuation standards as provided in Title II of that Act, and for other purposes, I make the following determinations, and do proclaim as hereinafter set forth."
19465,proclamation,4768,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"2. Section 225 of the Trade Agreements Act of 1979 (93 Stat. 235), Sections 131, 132, 133, 154, 135, and 161(b) of the Trade Act of 1974 ( 19 U.S.C. 2151, 2152, 2153, 2154, 2155, and 2211 (b)) and Section 4(c) of Executive Order No. 11846 of March 27, 1975, (3 CFR 1971-1975 Comp. 974), have been complied with."
19465,proclamation,4768,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"7. In the case of each decrease in duty, including those of the type specified in clause (a) or (b) of the sixth recital of this proclamation, which involves the determination of the ad valorem equivalent of a specific or compound rate of duty, and in the case of each modification in the form of an import duty, the United States International Trade Commission has determined, pursuant to Section 601(4) of the Trade Act of 1974 (19 U.S.C. 2481 (4)), in accordance with Section 4(e) of Executive Order No. 11846 of March 27, 1975 (3 CFR 1971-1975 Comp. 973), and at my direction, the ad valorem equivalent of the specific or compound rate, on the basis of the value of imports of the article concerned during a period determined by it to be representative, utilizing, to the extent practicable, the standards of valuation contained in Sections 402 and 402a of the Tariff Act of 1930 (19 U.S.C. 1401a and 1402) applicable to the article during such representative period."
19485,proclamation,4748,proclamation,4774,,,outside_corpus,Proclamation 4774,"Sec. 1-104. Section 3-103(a) of Proclamation 4774 is amended by revising the phrase ""Section 3-103"" to read ""Section 3-102""."
19491,proclamation,4742,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Section 103(f)(1) of the Agricultural Act of 1949, as added by section 602 of the Food and Agriculture Act of 1977 (91 Stat. 913, 934; 7 U.S.C. 1444(f) (1)), provides that whenever the Secretary of Agriculture determines that the average price of Strict Low Middling one and onesixteenth inch cotton (mircroaire 3.5 through 4.9), hereinafter referred to as ""Strict Low Middling cotton,"" in the designated spot markets for a month exceeded 130 per centum of the average price of such quality of cotton in such markets for the preceding thirty-six months, notwithstanding any other provision of law, the President shall immediately establish and proclaim .a special limited global import quota for upland cotton. The amount of such quota is to be equal to twenty-one days of domestic mill consumption of upland cotton at the seasonally adjusted average rate of the most recent three months for which data are available and is to remain in effect for a ninety-day period."
19513,proclamation,4720,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Headnote 2 of Subpart A of Part 10 of Schedule 1 of the Tariff Schedules of the United States, hereinafter referred to as the ""TSUS"", provides, in relevant part, as follows:"
19513,proclamation,4720,proclamation,4463,,,outside_corpus,Proclamation 4463,"B. Those parts of Proclamation 4334 of November 16, 1974, Proclamation 4463 of September 21, 1976, Proclamation 4466 of October 4, 1976, and Proclamation 4539 of November 11, 1977, which are inconsistent with the provisions of paragraph (A) above are hereby terminated."
19519,proclamation,4714,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to sections 406(c), 202, and 203 of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2436(c), 2252 and 2253), I hereby find that there are reasonable grounds to believe, with respect to imports of anhydrous ammonia from the Union of Soviet Socialist Republics (U.S.S.R.) provided for in items 417.22 and 480.65 of the Tariff Schedules of the United States (TSUS), that market disruption exists with respect to articles produced by a domestic industry and that emergency action is necessary."
19520,proclamation,4713,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to section 201(d)(1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2251(d)(1)), the United States International Trade Commission (USITC), on November 5, 1979, reported to the President (USITC Report 201-39) the results of its investigation under section 201(b) of the Trade Act (19 U.S.C. 2251(b)). The USITC determined that nonelectric cooking ware of steel, enameled or glazed with vitreous glasses, is being imported into the United States in such increased quantities as to be a substantial cause of serious injury, or the threat thereof, to the domestic industry producing articles like or directly competitive with the imported articles. The subject articles are now provided for in item 654.02 of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) (formerly provided for in item 653.97, TSUS). The USITC recommended the imposition of additional duties on imports of the above specified articles."
19522,proclamation,4711,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. I have determined, pursuant to section 101(a) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2111(a)), that certain existing duties of the United States are unduly burdening and restricting the foreign trade of the United States and that one or more of the purposes of the Trade Act would be promoted by entering into the trade agreements identified in the third recital of this proclamation."
19522,proclamation,4711,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"2. Sections 131(a), 132, and 133, 134, 135, and 161(b) of the Trade Act (19 U.S.C. 2151(a), 2152, 2153, 2154, 2155 and 2211 (b)) and section 4(c) of Executive Order No. 11846 of March 27, 1975, have been complied with."
19525,proclamation,4707,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to Section 101(a) of the Trade Act of 1974 (19 U.S.C. 2111(a)), I determined that certain existing duties and other import restrictions of the United States and of foreign countries were unduly burdening and restricting the foreign trade of the United States and that one or more of the purposes stated in Section 2 of the Trade Act of 1974 (19 U.S.C. 2102) would be promoted by entering into the trade agreements identified in the third and fourth recitals of this proclamation. 2. Sections 131, 132, 133, 134, 135, and 161(b) of the Trade Act of 1974 (19 U.S.C. 2151, 2152, 2153, 2154, 2155, and 2211(b)) and Section 4(c) of Executive Order No. 11846 of March 27, 1975, (3 CFR 1971-1975 Comp. 974) (set out below), have been complied with. 3. Pursuant to Section 101(a)(1) of the Trade Act of 1974 (19 U.S.C. 2111(a)(1)), I, through my duly empowered representative,"
19525,proclamation,4707,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"1. Pursuant to Section 101(a) of the Trade Act of 1974 (19 U.S.C. 2111(a)), I determined that certain existing duties and other import restrictions of the United States and of foreign countries were unduly burdening and restricting the foreign trade of the United States and that one or more of the purposes stated in Section 2 of the Trade Act of 1974 (19 U.S.C. 2102) would be promoted by entering into the trade agreements identified in the third and fourth recitals of this proclamation. 2. Sections 131, 132, 133, 134, 135, and 161(b) of the Trade Act of 1974 (19 U.S.C. 2151, 2152, 2153, 2154, 2155, and 2211(b)) and Section 4(c) of Executive Order No. 11846 of March 27, 1975, (3 CFR 1971-1975 Comp. 974) (set out below), have been complied with. 3. Pursuant to Section 101(a)(1) of the Trade Act of 1974 (19 U.S.C. 2111(a)(1)), I, through my duly empowered representative,"
19525,proclamation,4707,executive_order,12143,,,cross_type_reference,E.O. 12143,"on March 2, 1979, entered into a trade agreement with the Socialist Republic of Romania, which agreement consists of an exchange of letters, one enclosing a schedule of United States concessions, a copy of which exchange of letters, including such enclosed schedule, is annexed to this proclamation as Part 4 of Annex I (set out below), and on October 24, 1979, the American Institute in Taiwan entered into a trade agreement with the Coordination Council for North American Affairs (see the Taiwan Relations Act, Sections 4(b)(1), 6(a)(1), and 10(a), 93 Stat. 15, 17, and 18 (22 U.S.C. 3303(b)(1), 3305(a)(1), and 3309(a)), E.O. 12143, sections 1-203 and 1-204, 44 Fed. Reg. 37191) (former 22 U.S.C. 3301 note), which agreement consists of an exchange of letters, one enclosing a schedule of the United States concessions, a copy of which exchange of letters, including such enclosed schedule, is annexed to this proclamation as Part 5 of Annex I (set out below). 4. Pursuant to Section 102 of the Trade Act of 1974 (19 U.S.C. 2112), I have determined that barriers to (and other distortions of) international trade were unduly burdening and restricting the foreign trade of the United States, and, through the Special Representative for Trade Negotiations (now United States Trade Representative, see Change of Name note above) (the Special Representative (now Trade Representative)), I have consulted with the appropriate Committees of the Congress, notified the House of Representatives and the Senate of my intention to enter into the agreements identified in Section 2(c) of the Trade Agreements Act of 1979 (93 Stat. 148) (19 U.S.C. 2503(c)), transmitted to the Congress copies of such agreements (a copy of one of which agreements, with the Hungarian People's Republic, is annexed to this proclamation as Part 6 of Annex I (set out below)), together with a draft of an implementing bill and a statement of administrative action, and such implementing bill, approving the agreements and the proposed administrative action, has been enacted into law (Section 2(a) of the Trade Agreements Act of 1979 (93 Stat. 147) (19 U.S.C. 2503(a))). 5."
19525,proclamation,4707,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"Section 304(a)(3)(J) of the Tariff Act of 1930 (19 U.S.C. 1304(a)(3)(J)) and Section 602(f) of the Trade Act of 1974 (19 U.S.C. 2101 note), by virtue of the fact that I have found that the effectiveness of the proviso to Section 304(a)(3)(J) (19 U.S.C. 1304(a)(3)(J)) with respect to the marking of articles provided for in headnote 2 of part 1 of schedule 2 of the TSUS (see Publication of Tariff Schedules note under section 1202 of this title) is required or appropriate to carry out the first agreement identified in the third recital of this proclamation. 7. In the case of each decrease in duty, including those of the type specified in clause (a) or (b) of the sixth recital of this proclamation, which involves the determination of the ad valorem equivalent of a specific or compound rate of duty, and in the case of each modification in the form of an import duty, the United States International Trade Commission determined, pursuant to Section 601(4) of the Trade Act of 1974 (19 U.S.C. 2481(4)) in accordance with Section 4(e) of Executive Order No. 11846 of March 27, 1975, (3 CFR 1971-1975 Comp. 973) (set out below), and at my direction, the ad valorem equivalent of the specific or compound rate, on the basis of the value of imports of the article concerned during a period determined by it to be representative, utilizing, to the extent practicable, the standards of valuation contained in Sections 402 and 402a of the Tariff Act of 1930 (19 U.S.C. 1401a and 1402) applicable to the article during such representative period. 8. Pursuant to the Trade Act of 1974 (this chapter) and the Trade Agreements Act of 1979 (see 19 U.S.C. 2501), I determine that the modification or continuance of existing duties or other import restrictions or the continuance of existing duty-free or excise treatment hereinafter proclaimed is required or appropriate to carry out the trade agreements identified in the third recital of this proclamation or one or more of the trade agreements identified in Section 2(c) of the Trade Agreements Act of 1979 (93 Stat. 148) (19 U.S.C. 2503(c)). 9. Following unsatisfactory negotiations with the European Economic Community under Articles XXIV:6 and XXVIII of the General Agreement regarding the maintenance by the European Economic Community of unreasonable import restrictions upon imports of poultry from the United States, the President, by Proclamation 3564 of December 4, 1963 (77 Stat. 1035), suspended certain United States tariff concessions; as a result of the reciprocal concessions contained in the Geneva (1979) Protocol to the General Agreement, I determine that the termination of such suspension of tariff concessions contained in Proclamation 3564 (except those applicable to automobile trucks valued at $1,000 or more (provided for in TSUS item 692.02) (see Publication of Tariff Schedules note under section 1202 of this title)) is required to carry out the General Agreement."
19531,proclamation,4702,memorandum,,,"November 12, 1979",outside_corpus,"memorandum dated November 12, 1979","The Secretary of the Treasury in a memorandum dated November 12, 1979, and the Secretary of Energy in consultation with the Secretaries of State and Defense, have informed me that recent developments in Iran have exacerbated the threat to the national security posed by imports of petroleum and petroleum products. Those developments underscore the threat to our national security which results from our reliance on Iran as a source of crude oil. The Secretaries have recommended that I take steps immediately to eliminate the dependence of the United States on Iran as a source of crude oil."
19539,proclamation,4694,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. I have determined, pursuant to section 101 (a) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2111(a)), that certain existing duties of the United States are unduly burdening and restricting the foreign trade of the United States and that one or more of the purposes of the Trade Act would be promoted by entering into the trade agreement with Argentina identified in the third recital of this proclamation."
19539,proclamation,4694,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"2. Sections 131(a), 132, and 133 of the Trade Act (19 U.S.C. 2151(a), 2153, and 2154) and section 4(c) of Executive Order No. 11846 of March 27, 1975, have been complied with."
19568,proclamation,4665,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On June 11, 1976, by Proclamation 4445, the President proclaimed, pursuant to the Constitution and the statutes of the United States (including section 203 of the Trade Act of 1974 (19 U.S.C. 2253) (the Trade Act)), the imposition of temporary quantitative limitations on the importation into the United States of certain articles of stainless steel or alloy tool steel. These limitations were effective as to those articles entered, or withdrawn from warehouse, for consumption on or after June 14, 1976, and were to continue for a period of three years from that date unless earlier modified, or terminated. Proclamation 4445 was subsequently modified by Proclamation 4477 of November 16, 1976, Proclamation 4509 of June 15, 1977, and Proclamation 4559 of April 5, 1978. Import relief currently in effect under Proclamation 4445, as amended, with respect to articles provided for in items 923.20 through 923.26, inclusive, of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202), is scheduled to terminate at the close of June 13, 1979, unless extended by the President pursuant to section 203(h) (3) of the Trade Act (19 U.S.C. 2253(h) (3))."
19570,proclamation,4663,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. By Proclamation No. 4610 of November 30, 1978, I modified Headnote 3 of Subpart A, Part 10, Schedule 1 of the Tariff Schedule of the United States (19 U.S.C. 1202, hereinafter referred to as ""TSUS""). The proclamation was designed substantially to bring the United States into conformity with certain provisions of the International Sugar Agreement, 1977, which the United States is applying provisionally, by allocating a large portion of the sugar import quota to certain named countries which at the time of the issuance of the proclamation were parties or provisional parties to the International Sugar Agreement."
19593,proclamation,4640,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to section 201 (d) (1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2951(d)(1)), the United States International Trade Commission (USITC) on December 12, 1978, reported to the President (USITC Report 201-36) the results of its investigation under section 201(b) of the Trade Act (19 U.S.C. 2251(b)). The USITC determined that clothespins provided for in items 790.05, 790.07, and 790.08 of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) are being imported into the United States in such increased quantities as to be a substantial cause of serious injury to the domestic industry producing articles like or directly competitive with the imported articles. In order to remedy the serious injury to the domestic industry that it has found to exist, the USITC recommended the imposition of a 5-year quota on U.S. imports of wood and plastic spring-type clothespins with a dutiable value not over $2.10 per gross provided for under TSUS item 790.05."
19599,proclamation,4634,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On March 22, 1977, the United States International Trade Commission (USITC) reported to the President (USITC Publication 808) the results of its investigation under section 201 (b) of the Trade Act of 1974 (19 U.S.C. 2251(b)) (the Trade Act). The USITC determined that color television receivers assembled or not assembled, finished or not finished, provided for in item 685.20 of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) are being imported into the United States in such increased quantities as to be a substantial cause of serious injury to the domestic industry producing articles like or directly competitive with the imported articles. By an evenly divided vote, three USITC Commissioners determined serious injury to exist in the monochrome television receiver industry and three Commissioners made no determination of injury with respect to the monochrome receiver industry. The Commissioners also had an evenly divided determination on the question of injury to that portion of the industry producing subassemblies of color television receivers, also provided for in item 685.20 of the TSUS."
19599,proclamation,4634,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"(4) The President's authority in section 203 (g) (1) and (2) of the Trade Act (19 U.S.C. 2253(g) (1) and (2)) to prescribe regulations governing the entry or withdrawal from warehouse of articles covered by the orderly marketing agreements and to issue rules and regulations governing entry, or withdrawal from warehouse, for consumption of like articles which are the product of countries not parties to such agreements, has been delegated to the Secretary of the Treasury pursuant to section 5(b) of Executive Order No. 11846. Such authority shall be exercised by the Secretary of the Treasury, upon direction by the Special Representative, on consultation with representatives of the member agencies of the Trade Policy Staff Committee."
19623,proclamation,4610,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. By Proclamation 4334 of November 16, 1974, the President modified Subpart A, Part 10, Schedule 1 of the Tariff Schedules of the United States ( 19 U.S.C. 1202, hereinafter referred to as the ""TSUS"") to establish, effective January 1, 1975, following expiration of the Sugar Act of 1948, rates of duty and a quota applicable to sugars, sirups and molasses described in items 155.20 and 155.30 of the TSUS. The President subsequently modified the rates of duty by Proclamation 4463 of September 21, 1976, Proclamation 44-66 of October 4, 1976, and Proclamation 4539 of November 11, 1977."
19623,proclamation,4610,proclamation,4463,,,outside_corpus,Proclamation 4463,"1. By Proclamation 4334 of November 16, 1974, the President modified Subpart A, Part 10, Schedule 1 of the Tariff Schedules of the United States ( 19 U.S.C. 1202, hereinafter referred to as the ""TSUS"") to establish, effective January 1, 1975, following expiration of the Sugar Act of 1948, rates of duty and a quota applicable to sugars, sirups and molasses described in items 155.20 and 155.30 of the TSUS. The President subsequently modified the rates of duty by Proclamation 4463 of September 21, 1976, Proclamation 44-66 of October 4, 1976, and Proclamation 4539 of November 11, 1977."
19623,proclamation,4610,proclamation,44,,,outside_corpus,Proclamation 44,"1. By Proclamation 4334 of November 16, 1974, the President modified Subpart A, Part 10, Schedule 1 of the Tariff Schedules of the United States ( 19 U.S.C. 1202, hereinafter referred to as the ""TSUS"") to establish, effective January 1, 1975, following expiration of the Sugar Act of 1948, rates of duty and a quota applicable to sugars, sirups and molasses described in items 155.20 and 155.30 of the TSUS. The President subsequently modified the rates of duty by Proclamation 4463 of September 21, 1976, Proclamation 44-66 of October 4, 1976, and Proclamation 4539 of November 11, 1977."
19625,proclamation,4608,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to section 201(d)(1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2251(d)(1)), the United States International Trade Commission (USITC) on September 5, 1978, reported to the President (USITC Report 201-35) the results of its investigation under section 201(b)(1) of the Trade Act (19 U.S.C. 2251(b)(1)). The USITC determined that ferrochromium, containing over 3 percent by weight of carbon, provided for in item 607.31 of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) is being imported into the United States in such increased quantities as to be a substantial cause of serious injury to the domestic industry producing an article like or directly competitive with the imported article. The USITC recommended the imposition of tariff increases on the column 1 rate of 30 percent ad valorem in the first year declining to 20 percent ad valorem in the fifth year of relief."
19629,proclamation,4604,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. By Proclamation No. 4125 of April 22, 1972, the President proclaimed increased duties on certain types of ceramic tableware that are defined in items 923.01 through 923.15 of the Tariff Schedules of the United States (TSUS). These increased duties were to be effective from May 1, 1972, through April 30, 1976, unless modified or terminated earlier. This action was taken under the following legal provisions: section 350(a) (1) (B) of the Tariff Act of 1930, as amended (19 U.S.C. 1351(a)(1)(B)); and sections 201(a) (2), 302(a) (2) and (3), and 351(a) of the Trade Expansion Act of 1962 (19 U.S.C. 1821(a) (2), 19 U.S.C. 1902(a) (2) and (3), and 19 U.S.C. 1981 (a))."
19629,proclamation,4604,proclamation,4125,,,outside_corpus,Proclamation No. 4125,"1. By Proclamation No. 4125 of April 22, 1972, the President proclaimed increased duties on certain types of ceramic tableware that are defined in items 923.01 through 923.15 of the Tariff Schedules of the United States (TSUS). These increased duties were to be effective from May 1, 1972, through April 30, 1976, unless modified or terminated earlier. This action was taken under the following legal provisions: section 350(a) (1) (B) of the Tariff Act of 1930, as amended (19 U.S.C. 1351(a)(1)(B)); and sections 201(a) (2), 302(a) (2) and (3), and 351(a) of the Trade Expansion Act of 1962 (19 U.S.C. 1821(a) (2), 19 U.S.C. 1902(a) (2) and (3), and 19 U.S.C. 1981 (a))."
19629,proclamation,4604,proclamation,4125,,,outside_corpus,Proclamations Nos. 4125,"(1) The modifications of tariff concessions on ceramic tableware provided for in items 533.28, 533.38, 533.73, and 533.75 in Part I of Schedule XX to the GATT made by Proclamations Nos. 4125 and 4436 are terminated;"
19633,proclamation,4600,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. The President has determined, pursuant to section 101 (a) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2111 (a)), that certain existing duties of the United States are unduly burdening and restricting the foreign trade of the United States and that one or more of the purposes of the Trade Act would be promoted by entering into the trade agreement with India identified in the-fifth recital of this proclamation."
19633,proclamation,4600,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"3. Pursuant to section 133 of the Trade Act (19 U.S.C. 2153) and in accordance with section 4(c) of Executive Order No. 11846 of March 27, 1975, the Special Representative for Trade Negotiations designated the Trade Policy Staff Committee to afford an opportunity, through public hearings and other means, for any interested person to present his views concerning any article on the lists identified in the second recital of this proclamation or any other matter relevant to the trade agreement negotiations, including the negotiation of the trade agreement with India identified in the fifth recital of this proclamation. The Trade Policy Staff Committee has furnished the President with a summary of its hearings."
19672,proclamation,4561,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Pursuant to section 201(d)(1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2251(d)(1)), the United States International Trade Commission (USITC) on February 2, 1978, reported to the President (USITC Report 201-29) the results of its investigation under section 201 (b) of the Trade Act (19 U.S.C. 2251(b)). The USITC determined that Citizens Band (CB) radio transceivers, provided for in item 685.25 (which was changed to item 685.28 by Executive Order 12032, and which is now being changed to item 685.27 by the Annex to this proclamation) of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) are being imported into the United States in such increased quantities as to be a substantial cause of serious injury, or the threat thereof, to the domestic industry producing articles like or directly competitive with the imported articles. The USITC was divided on its remedy recommendations to the President."
19672,proclamation,4561,executive_order,12032,,,cross_type_reference,Executive Order 12032,"1. Pursuant to section 201(d)(1) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2251(d)(1)), the United States International Trade Commission (USITC) on February 2, 1978, reported to the President (USITC Report 201-29) the results of its investigation under section 201 (b) of the Trade Act (19 U.S.C. 2251(b)). The USITC determined that Citizens Band (CB) radio transceivers, provided for in item 685.25 (which was changed to item 685.28 by Executive Order 12032, and which is now being changed to item 685.27 by the Annex to this proclamation) of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202) are being imported into the United States in such increased quantities as to be a substantial cause of serious injury, or the threat thereof, to the domestic industry producing articles like or directly competitive with the imported articles. The USITC was divided on its remedy recommendations to the President."
19672,proclamation,4561,executive_order,11888,,,outside_corpus,Executive Order No. 11888,"(3) Annex II of Executive Order No. 11888 of November 24, 1975, as amended, listing articles that are eligible for benefits of the GSP when imported from any designated beneficiary developing country, is further amended by adding item 685.29 (as added by the Annex to this proclamation), in numerical sequence."
19672,proclamation,4561,executive_order,11888,,,outside_corpus,Executive Order No. 11888,"(4) Annex III of Executive Order No. 11888, as amended, listing articles that are eligible for benefits of the GSP when imported from all designated beneficiary countries except those specified in General Headnote 3(c)(iii) of the TSUS, is amended by deleting item 685.28 therefrom."
